"seqnames","start","end","annotation","distanceToTSS","SYMBOL","GENENAME"
"chr16",35195392,35195631,"Promoter (<=1kb)",-135,"LOC112268173","uncharacterized LOC112268173"
"chr1",194524859,194525098,"Intron (ENST00000789595.1/ENST00000789595.1, intron 1 of 2)",-166829,"LOC107985242","uncharacterized LOC107985242"
"chr6",13378892,13379131,"Intron (ENST00000379284.1/54438, intron 1 of 1)",27825,"LOC105374936","uncharacterized LOC105374936"
"chr2",7379897,7380136,"Promoter (1-2kb)",-1941,"LOC105373406","uncharacterized LOC105373406"
"chr11",20592830,20593069,"Distal Intergenic",-6525,"SLC6A5","solute carrier family 6 member 5"
"chr4",127881460,127881699,"Promoter (<=1kb)",228,"PLK4","polo like kinase 4"
"chr16",20637318,20637557,"3' UTR",27075,"ACSM3","acyl-CoA synthetase medium chain family member 3"
"chr2",9423461,9423700,"Promoter (<=1kb)",0,"CPSF3","cleavage and polyadenylation specific factor 3"
"chr7",22550314,22550553,"Intron (ENST00000439708.1/256227, intron 1 of 3)",-11057,"STEAP1B-AS1","STEAP1B antisense RNA 1"
"chr20",18090148,18090387,"Exon (ENST00000439981.1/ENST00000439981.1, exon 1 of 1)",-30960,"OVOL2","ovo like zinc finger 2"
"chr20",41895089,41895328,"Distal Intergenic",-95812,"LOC101927182","uncharacterized LOC101927182"
"chr2",67893509,67893748,"Distal Intergenic",-67851,"LINC01812","long intergenic non-protein coding RNA 1812"
"chr5",151448221,151448460,"Promoter (<=1kb)",420,"SLC36A1","solute carrier family 36 member 1"
"chr1",145886412,145886651,"Promoter (<=1kb)",229,"ANKRD35-DT","ANKRD35 divergent transcript"
"chr3",14520335,14520574,"Exon (ENST00000621039.5/80852, exon 8 of 24)",5409,"GRIP2","glutamate receptor interacting protein 2"
"chr16",83807840,83808079,"Promoter (<=1kb)",0,"HSBP1","heat shock factor binding protein 1"
"chr1",155980121,155980360,"Promoter (<=1kb)",858,"ARHGEF2-AS2","ARHGEF2 antisense RNA 2"
"chr1",204974388,204974627,"3' UTR",-4761,"NFASC","neurofascin"
"chr20",38601629,38601868,"Promoter (<=1kb)",0,"ARHGAP40","Rho GTPase activating protein 40"
"chr15",61368399,61368638,"Intron (ENST00000559783.2/107984782, intron 4 of 4)",-35434,"LOC105370847","uncharacterized LOC105370847"
"chr19",4256639,4256878,"Intron (ENST00000262962.12/55702, intron 4 of 7)",8624,"YJU2","YJU2 splicing factor homolog"
"chr3",184198606,184198845,"Distal Intergenic",5456,"ABCF3","ATP binding cassette subfamily F member 3"
"chr2",96695689,96695928,"Exon (ENST00000624922.6/90342, exon 36 of 53)",15986,"LMAN2L","lectin, mannose binding 2 like"
"chr9",34991754,34991993,"Promoter (<=1kb)",0,"DNAJB5-DT","DNAJB5 divergent transcript"
"chr13",41996093,41996332,"Intron (ENST00000720653.1/105370176, intron 2 of 3)",5412,"LOC105370176","uncharacterized LOC105370176"
"chr14",35040593,35040832,"Distal Intergenic",-4285,"FAM177A1","family with sequence similarity 177 member A1"
"chr10",93074152,93074391,"Promoter (<=1kb)",0,"CYP26A1","cytochrome P450 family 26 subfamily A member 1"
"chr6",20418009,20418248,"Intron (ENST00000346618.8/1871, intron 1 of 6)",-14113,"LOC124901482","uncharacterized LOC124901482"
"chr4",6032833,6033072,"Intron (ENST00000531445.3/389197, intron 19 of 33)",-14402,"C4orf50","chromosome 4 open reading frame 50"
"chr10",72039440,72039679,"Distal Intergenic",29186,"SPOCK2","SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2"
"chr12",52984159,52984398,"Distal Intergenic",-21884,"EIF4B","eukaryotic translation initiation factor 4B"
"chr1",23483440,23483679,"Promoter (<=1kb)",454,"ASAP3","ArfGAP with SH3 domain, ankyrin repeat and PH domain 3"
"chr5",32627989,32628228,"Distal Intergenic",23748,"LINC02061","long intergenic non-protein coding RNA 2061"
"chr2",26562348,26562587,"Promoter (<=1kb)",0,"CIMIP2C","ciliary microtubule inner protein 2C"
"chr18",63844322,63844561,"Distal Intergenic",-27131,"SERPINB2","serpin family B member 2"
"chr2",62000614,62000853,"Promoter (<=1kb)",-126,"COMMD1","copper metabolism domain containing 1"
"chr2",199606446,199606685,"Promoter (1-2kb)",-1377,"LINC01877","long intergenic non-protein coding RNA 1877"
"chr5",35617679,35617918,"Promoter (<=1kb)",0,"SPEF2","sperm flagellar 2"
"chr7",105748829,105749068,"Intron (ENST00000419735.8/222255, intron 3 of 11)",-57192,"ATXN7L1","ataxin 7 like 1"
"chr13",99446335,99446574,"5' UTR",49732,"LINC01232","long intergenic non-protein coding RNA 1232"
"chr22",26891004,26891243,"Intron (ENST00000716994.1/102724827, intron 7 of 8)",-12034,"LINC01422","long intergenic non-protein coding RNA 1422"
"chr12",69649575,69649814,"Intron (ENST00000812550.1/105369823, intron 3 of 3)",25288,"LOC105369823","uncharacterized LOC105369823"
"chr1",30322945,30323184,"Distal Intergenic",92716,"LOC105378618","uncharacterized LOC105378618"
"chr1",53622626,53622865,"Intron (ENST00000312233.4/148979, intron 1 of 9)",111339,"GLIS1","GLIS family zinc finger 1"
"chr1",115624301,115624540,"Promoter (2-3kb)",-2296,"LOC124900438","small nucleolar RNA SNORA42/SNORA80 family"
"chr17",46851482,46851721,"Promoter (<=1kb)",0,"WNT9B","Wnt family member 9B"
"chr17",50050719,50050958,"Exon (ENST00000499842.1/284080, exon 3 of 3)",4738,"PICART1","p53 inducible cancer associated RNA transcript 1"
"chr18",1691906,1692145,"Intron (ENST00000746526.1/ENST00000746526.1, intron 3 of 4)",-88042,"LOC105371959","uncharacterized LOC105371959"
"chr8",135457160,135457399,"Promoter (<=1kb)",0,"LOC101927872","uncharacterized LOC101927872"
"chr17",40727011,40727250,"Distal Intergenic",-23259,"KRT24","keratin 24"
"chr8",81025593,81025832,"Intron (ENST00000220597.4/55824, intron 3 of 8)",-38059,"PAG1","phosphoprotein membrane anchor with glycosphingolipid microdomains 1"
"chr7",144787199,144787438,"Intron (ENST00000360057.7/27010, intron 2 of 8)",-47722,"TPK1","thiamin pyrophosphokinase 1"
"chr11",77789092,77789331,"Intron (ENST00000308488.11/51773, intron 1 of 15)",-24402,"RSF1","remodeling and spacing factor 1"
"chr19",7382637,7382876,"Exon (ENST00000668164.2/23370, exon 9 of 29)",12163,"ARHGEF18-AS1","ARHGEF18 antisense RNA 1"
"chr9",92913229,92913468,"Exon (ENST00000340858.4/ENST00000340858.4, exon 1 of 13)",28727,"SPATA31B2P","SPATA31 subfamily B member 2, pseudogene"
"chr3",159929441,159929680,"Intron (ENST00000666425.1/101928376, intron 6 of 6)",40649,"SCHIP1","schwannomin interacting protein 1"
"chr3",49327551,49327790,"Exon (ENST00000265560.9/7375, exon 3 of 22)",-8777,"USP4","ubiquitin specific peptidase 4"
"chr6",14720424,14720663,"Promoter (2-3kb)",-2912,"LOC101928354","uncharacterized LOC101928354"
"chr9",72960504,72960743,"Intron (ENST00000419959.5/216, intron 1 of 7)",-7448,"ALDH1A1","aldehyde dehydrogenase 1 family member A1"
"chr6",29376080,29376319,"Promoter (<=1kb)",-789,"OR12D3","olfactory receptor family 12 subfamily D member 3"
"chr21",42530579,42530818,"Intron (ENST00000398341.7/54020, intron 4 of 20)",-12699,"SLC37A1","solute carrier family 37 member 1"
"chr5",131514940,131515179,"Intron (ENST00000509018.6/51735, intron 7 of 27)",-6783,"RAPGEF6","Rap guanine nucleotide exchange factor 6"
"chr10",93224067,93224306,"Intron (ENST00000737465.1/ENST00000737465.1, intron 1 of 3)",99369,"MYOF","myoferlin"
"chr11",111870839,111871078,"Promoter (<=1kb)",0,"ALG9","ALG9 alpha-1,2-mannosyltransferase"
"chr8",93740563,93740802,"Promoter (<=1kb)",0,"RBM12B","RNA binding motif protein 12B"
"chr11",95788936,95789175,"Promoter (<=1kb)",0,"FAM76B","family with sequence similarity 76 member B"
"chr1",157136202,157136441,"Promoter (1-2kb)",1894,"ETV3","ETS variant transcription factor 3"
"chr1",2037642,2037881,"Intron (ENST00000807392.1/105378590, intron 1 of 3)",8723,"GABRD","gamma-aminobutyric acid type A receptor subunit delta"
"chr6",157898241,157898480,"Intron (ENST00000680863.1/51429, intron 6 of 18)",-5335,"SNX9-AS1","SNX9 antisense RNA 1"
"chr10",74999460,74999699,"Intron (ENST00000648725.1/23522, intron 13 of 17)",14131,"KAT6B","lysine acetyltransferase 6B"
"chr22",29313226,29313465,"Promoter (<=1kb)",841,"RASL10A","RAS like family 10 member A"
"chr2",46297676,46297915,"Promoter (<=1kb)",0,"EPAS1","endothelial PAS domain protein 1"
"chr11",87030605,87030844,"Intron (ENST00000797763.1/105369422, intron 1 of 3)",6920,"LOC105369422","uncharacterized LOC105369422"
"chr6",128328072,128328311,"Intron (ENST00000368226.9/5796, intron 2 of 29)",-5891,"PTPRK","protein tyrosine phosphatase receptor type K"
"chr4",74042744,74042983,"Intron (ENST00000716529.1/124900715, intron 2 of 5)",3807,"LOC105377275","uncharacterized LOC105377275"
"chr12",54021705,54021944,"Exon (ENST00000562848.1/ENST00000562848.1, exon 1 of 1)",4595,"HOXC5","homeobox C5"
"chr7",69211880,69212119,"Intron (ENST00000716162.1/105375344, intron 3 of 10)",5935,"LOC105375344","uncharacterized LOC105375344"
"chr3",157077755,157077994,"Intron (ENST00000782045.1/339894, intron 4 of 4)",-3471,"LINC02029","long intergenic non-protein coding RNA 2029"
"chr1",84598048,84598287,"Exon (ENST00000839488.1/103695366, exon 2 of 2)",20813,"LINC01461","long intergenic non-protein coding RNA 1461"
"chr3",12949486,12949725,"Intron (ENST00000613206.2/9922, intron 1 of 13)",17735,"IQSEC1","IQ motif and Sec7 domain ArfGEF 1"
"chr6",149586176,149586415,"Intron (ENST00000650599.1/116254, intron 7 of 7)",7253,"GINM1","glycosylated integral membrane protein 1"
"chr1",41843165,41843404,"Intron (ENST00000372584.5/59269, intron 1 of 7)",26226,"HIVEP3","HIVEP zinc finger 3"
"chr3",12448933,12449172,"Distal Intergenic",24359,"PPARG","peroxisome proliferator activated receptor gamma"
"chr17",2369815,2370054,"Promoter (2-3kb)",-2527,"SGSM2","small G protein signaling modulator 2"
"chr6",36392695,36392934,"Intron (ENST00000454782.3/222659, intron 4 of 4)",-4895,"ETV7","ETS variant transcription factor 7"
"chr5",158677247,158677486,"Distal Intergenic",30523,"EBF1","EBF transcription factor 1"
"chr8",124247047,124247286,"Promoter (<=1kb)",112,"LOC101927588","uncharacterized LOC101927588"
"chr14",76128299,76128538,"Distal Intergenic",-23378,"GPATCH2L","G-patch domain containing 2 like"
"chr14",29710102,29710341,"Intron (ENST00000331968.11/5587, intron 2 of 17)",15333,"PRKD1","protein kinase D1"
"chr15",92306782,92307021,"Promoter (<=1kb)",-887,"LOC107987227","uncharacterized LOC107987227"
"chr3",142724899,142725138,"Promoter (<=1kb)",334,"TRPC1","transient receptor potential cation channel subfamily C member 1"
"chr8",18352302,18352541,"Distal Intergenic",-33732,"NAT2","N-acetyltransferase 2"
"chr18",31685140,31685379,"Promoter (<=1kb)",457,"B4GALT6","beta-1,4-galactosyltransferase 6"
"chr4",107519119,107519358,"Distal Intergenic",112446,"PAPSS1","3'-phosphoadenosine 5'-phosphosulfate synthase 1"
"chr16",20620611,20620850,"Exon (ENST00000618989.1/ENST00000618989.1, exon 1 of 2)",10368,"ACSM3","acyl-CoA synthetase medium chain family member 3"
"chr6",170424478,170424717,"Distal Intergenic",-13645,"LOC107986676","uncharacterized LOC107986676"
"chr10",73818502,73818741,"Promoter (<=1kb)",-720,"CAMK2G","calcium/calmodulin dependent protein kinase II gamma"
"chr4",22434948,22435187,"Intron (ENST00000334304.10/166647, intron 10 of 18)",7948,"ADGRA3","adhesion G protein-coupled receptor A3"
"chr2",11359935,11360174,"Intron (ENST00000430897.1/ENST00000430897.1, intron 1 of 1)",-11266,"LOC124907734","uncharacterized LOC124907734"
"chr15",40937057,40937296,"Intron (ENST00000249749.7/54567, intron 9 of 10)",6177,"DLL4","delta like canonical Notch ligand 4"
"chr4",41990646,41990885,"Promoter (<=1kb)",116,"SLC30A9","solute carrier family 30 member 9"
"chr9",132546464,132546703,"Intron (ENST00000393216.3/389799, intron 5 of 5)",-14659,"LOC124902293","uncharacterized LOC124902293"
"chr15",40906818,40907057,"Promoter (<=1kb)",7,"LOC105370943","uncharacterized LOC105370943"
"chr12",4269370,4269609,"Promoter (<=1kb)",-162,"CCND2","cyclin D2"
"chr11",68300440,68300679,"Promoter (1-2kb)",1657,"LRP5","LDL receptor related protein 5"
"chr15",84034877,84035116,"Intron (ENST00000567476.1/57188, intron 28 of 29)",-44812,"EFL1P1","elongation factor like GTPase 1 pseudogene 1"
"chr14",28813914,28814153,"Intron (ENST00000622740.3/387978, intron 2 of 2)",10794,"LINC02281","long intergenic non-protein coding RNA 2281"
"chr22",19360261,19360500,"Intron (ENST00000340170.8/7290, intron 15 of 20)",68292,"LOC105372859","uncharacterized LOC105372859"
"chr2",114543376,114543615,"Intron (ENST00000436732.5/57628, intron 1 of 4)",81773,"DPP10","dipeptidyl peptidase like 10"
"chr6",134174723,134174962,"Promoter (<=1kb)",0,"SGK1","serum/glucocorticoid regulated kinase 1"
"chr3",64685767,64686006,"Promoter (<=1kb)",210,"ADAMTS9-AS2","ADAMTS9 antisense RNA 2"
"chr12",115794796,115795035,"Intron (ENST00000549163.1/ENST00000549163.1, intron 2 of 2)",57683,"LOC124900323","small nucleolar RNA SNORD56"
"chr8",39097156,39097395,"Intron (ENST00000678474.1/8754, intron 20 of 21)",-3061,"ADAM9","ADAM metallopeptidase domain 9"
"chr11",119044820,119045059,"Promoter (<=1kb)",632,"HYOU1-AS1","HYOU1 antisense RNA 1"
"chr1",19153235,19153474,"Promoter (1-2kb)",-1535,"UBR4","ubiquitin protein ligase E3 component n-recognin 4"
"chr17",40863015,40863254,"Promoter (<=1kb)",476,"KRT12","keratin 12"
"chr14",102773262,102773501,"Intron (ENST00000828087.1/ENST00000828087.1, intron 1 of 2)",-3948,"TRAF3","TNF receptor associated factor 3"
"chr1",203217377,203217616,"Promoter (<=1kb)",405,"CHIT1","chitinase 1"
"chr4",40606466,40606705,"Intron (ENST00000295971.12/54502, intron 1 of 6)",22824,"RBM47","RNA binding motif protein 47"
"chr11",62396484,62396723,"Distal Intergenic",-4268,"ASRGL1","asparaginase and isoaspartyl peptidase 1"
"chr1",26750506,26750745,"Promoter (2-3kb)",-2207,"ARID1A","AT-rich interaction domain 1A"
"chr4",146511027,146511266,"Intron (ENST00000432059.6/84068, intron 2 of 10)",-7124,"SLC10A7","solute carrier family 10 member 7"
"chr16",90026178,90026417,"Promoter (2-3kb)",2950,"GAS8-AS1","GAS8 antisense RNA 1"
"chr14",104576650,104576889,"Promoter (2-3kb)",-2875,"C14orf180","chromosome 14 open reading frame 180"
"chr5",149709268,149709507,"Intron (ENST00000775945.1/105378224, intron 1 of 1)",6205,"LOC105378224","uncharacterized LOC105378224"
"chr5",179908713,179908952,"Promoter (<=1kb)",-816,"TBC1D9B","TBC1 domain family member 9B"
"chr2",216905725,216905964,"Intron (ENST00000695932.1/101928278, intron 2 of 11)",34921,"TESHL","testicular germ cell expressed HSF2 interacting lncRNA"
"chr19",45406193,45406432,"Promoter (<=1kb)",0,"PPP1R13L","protein phosphatase 1 regulatory subunit 13 like"
"chr14",22847830,22848069,"Intron (ENST00000548162.2/4323, intron 9 of 9)",6209,"MMP14","matrix metallopeptidase 14"
"chr22",25764303,25764542,"Intron (ENST00000536101.5/84700, intron 3 of 42)",3269,"MYO18B","myosin XVIIIB"
"chr13",61410766,61411005,"3' UTR",4844,"PCDH20","protocadherin 20"
"chr22",26377553,26377792,"Exon (ENST00000248933.11/23544, exon 16 of 17)",12804,"SEZ6L","seizure related 6 homolog like"
"chr2",185280111,185280350,"Distal Intergenic",-112981,"LOC105373782","uncharacterized LOC105373782"
"chr6",34190816,34191055,"Exon (ENST00000604826.1/ENST00000604826.1, exon 1 of 1)",-35194,"GRM4","glutamate metabotropic receptor 4"
"chr7",150388949,150389188,"Intron (ENST00000478789.5/285971, intron 2 of 2)",-4972,"ZNF775-AS1","ZNF775 antisense RNA 1"
"chr5",103258316,103258555,"Promoter (<=1kb)",-208,"MACIR","macrophage immunometabolism regulator"
"chr1",5719255,5719494,"Intron (ENST00000727917.1/ENST00000727917.1, intron 1 of 2)",-9541,"LOC124903830","uncharacterized LOC124903830"
"chr4",165343811,165344050,"Intron (ENST00000846052.1/ENST00000846052.1, intron 2 of 2)",15884,"MSMO1","methylsterol monooxygenase 1"
"chr16",25606194,25606433,"Distal Intergenic",-85526,"HS3ST4","heparan sulfate-glucosamine 3-sulfotransferase 4"
"chrX",324207,324446,"Distal Intergenic",-5409,"GTPBP6","GTP binding protein 6"
"chr15",67906486,67906725,"Distal Intergenic",-66441,"RNU6-1","RNA, U6 small nuclear 1"
"chr5",95555141,95555380,"Promoter (<=1kb)",0,"ARSK","arylsulfatase family member K"
"chrX",148601196,148601435,"Intron (ENST00000370460.7/2334, intron 1 of 20)",100149,"AFF2","ALF transcription elongation factor 2"
"chr7",106294391,106294630,"Distal Intergenic",-8425,"NAMPT","nicotinamide phosphoribosyltransferase"
"chr1",21587043,21587282,"Promoter (<=1kb)",0,"LINC02596","long intergenic non-protein coding RNA 2596"
"chr17",64362973,64363212,"Exon (ENST00000563924.6/5175, exon 6 of 16)",7033,"PECAM1","platelet and endothelial cell adhesion molecule 1"
"chr11",93784067,93784306,"Promoter (<=1kb)",0,"MED17","mediator complex subunit 17"
"chr1",12422566,12422805,"Intron (ENST00000620676.6/55187, intron 65 of 69)",12728,"VPS13D","vacuolar protein sorting 13 homolog D"
"chr11",33371191,33371430,"Distal Intergenic",-4678,"KIAA1549L","KIAA1549 like"
"chr3",13494933,13495172,"Promoter (1-2kb)",-1416,"HDAC11","histone deacetylase 11"
"chr13",43908460,43908699,"Promoter (<=1kb)",-15,"NRAD1","non-coding RNA in the aldehyde dehydrogenase 1A pathway"
"chr9",133553167,133553406,"Intron (ENST00000354484.8/9719, intron 9 of 18)",18314,"ADAMTSL2","ADAMTS like 2"
"chr4",20299608,20299847,"Intron (ENST00000504154.6/9353, intron 4 of 36)",44688,"SLIT2","slit guidance ligand 2"
"chr11",86151489,86151728,"Distal Intergenic",41904,"LINC02695","long intergenic non-protein coding RNA 2695"
"chr11",106721455,106721694,"Intron (ENST00000526355.7/2977, intron 6 of 7)",-107051,"LOC105369475","uncharacterized LOC105369475"
"chr2",218010253,218010492,"Promoter (<=1kb)",0,"TNS1","tensin 1"
"chr2",172865464,172865703,"Intron (ENST00000484331.5/11069, intron 4 of 4)",5426,"RAPGEF4","Rap guanine nucleotide exchange factor 4"
"chr12",6614291,6614530,"Promoter (<=1kb)",137,"LOC105369631","uncharacterized LOC105369631"
"chr1",194870957,194871196,"Intron (ENST00000648938.1/ENST00000648938.1, intron 3 of 3)",-512927,"LOC107985242","uncharacterized LOC107985242"
"chr17",28512218,28512457,"Intron (ENST00000577936.2/8456, intron 1 of 8)",5870,"FOXN1","forkhead box N1"
"chr3",123552185,123552424,"Intron (ENST00000383657.10/201562, intron 3 of 6)",-31930,"MYLK-AS1","MYLK antisense RNA 1"
"chr15",55824920,55825159,"Distal Intergenic",-81768,"PRTG","protogenin"
"chr2",98870822,98871061,"Promoter (1-2kb)",-1460,"CRACDL","CRACD like"
"chr1",34919170,34919409,"Intron (ENST00000373347.6/58512, intron 1 of 11)",6085,"DLGAP3","DLG associated protein 3"
"chr1",183670275,183670514,"Intron (ENST00000304685.8/23179, intron 1 of 18)",-16959,"APOBEC4","apolipoprotein B mRNA editing enzyme catalytic polypeptide like 4"
"chr7",67619256,67619495,"Distal Intergenic",-14276,"LOC105375340","uncharacterized LOC105375340"
"chr15",98568449,98568688,"Intron (ENST00000747278.1/ENST00000747278.1, intron 1 of 2)",-48063,"FAM169BP","protein FAM169B"
